tok0,tok1,tok2,n_active,both_idle,c2_rank,c3_rank,act,c2_s1,c2_s3,c3_s1,c3_s3
17,3,3,3,0,7,7,3,-1,-1,1,1
17,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
4,4,4,6,1,0,7,0,1,1,1,1
4,4,4,4,1,7,7,0,1,1,1,1
4,4,0,2,1,7,7,0,1,1,1,1
23,9,0,2,1,0,7,1,0,0,0,0
9,0,0,1,1,7,7,1,1,0,1,1
25,1,1,8,1,7,7,0,1,1,1,1
25,1,1,6,1,7,7,2,2,2,-1,-1
25,1,1,5,0,7,7,3,-1,-1,2,2
25,1,1,4,0,7,7,2,2,2,-1,-1
25,1,1,3,0,7,7,3,-1,-1,2,2
25,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,0,7,7,3,-1,-1,2,2
37,9,9,4,1,7,7,1,0,1,0,0
9,9,9,3,0,7,7,4,0,-1,-1,-1
9,9,9,3,0,0,7,4,-1,-1,0,-1
9,9,9,3,0,0,0,1,1,0,1,2
9,9,0,2,0,7,7,4,-1,-1,2,-1
9,9,0,2,0,7,0,0,0,0,0,0
8,3,2,6,1,0,1,0,2,1,1,2
8,1,1,4,0,7,7,2,2,2,-1,-1
8,1,1,3,0,7,7,3,-1,-1,2,2
8,1,0,2,0,7,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
6,6,2,4,1,7,7,0,1,1,1,1
6,6,0,2,1,7,7,0,1,1,1,1
12,9,9,5,1,7,7,1,1,0,1,1
9,9,9,4,0,7,7,4,-1,-1,2,-1
9,9,9,4,0,7,0,1,1,0,1,2
9,9,9,3,0,7,7,4,-1,-1,2,-1
9,9,9,3,0,7,0,1,1,0,1,2
9,9,0,2,0,7,7,4,-1,-1,2,-1
9,9,0,2,0,7,0,0,0,0,0,0
48,0,0,1,1,7,7,1,0,0,0,0
31,11,6,3,1,7,7,1,0,0,0,0
11,6,0,2,1,7,7,4,0,-1,-1,-1
11,6,0,2,1,0,7,1,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
28,6,6,7,1,7,7,0,1,1,1,1
28,6,6,5,1,7,7,4,-1,-1,0,-1
28,6,6,5,1,7,0,2,1,1,-1,-1
28,6,6,4,0,7,0,3,-1,-1,1,2
28,6,6,3,0,7,7,4,2,-1,-1,-1
28,6,6,3,0,0,7,1,0,0,0,0
6,6,0,2,1,7,7,4,2,-1,-1,-1
6,6,0,2,1,0,7,0,1,1,1,1
18,4,2,3,1,7,7,1,0,0,0,0
4,2,0,2,0,7,7,2,1,1,-1,-1
2,0,0,1,0,7,7,3,-1,-1,1,2
41,13,6,4,1,7,7,0,1,1,1,2
41,13,0,2,0,7,7,4,-1,-1,0,-1
41,13,0,2,0,7,0,1,0,0,0,0
13,0,0,1,0,7,7,1,0,0,0,0
3,1,0,2,1,0,7,0,1,1,1,1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
2,2,2,8,1,7,7,0,1,1,1,1
2,2,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
20,12,0,2,1,7,7,1,0,0,0,0
12,0,0,1,1,7,7,1,1,1,1,1
34,7,7,3,1,7,7,1,0,0,0,0
7,7,0,2,0,7,7,4,0,-1,-1,-1
7,7,0,2,0,0,7,0,0,0,0,0
4,4,4,3,1,0,7,1,2,1,2,1
4,4,0,2,1,7,7,0,1,1,1,1
32,8,3,7,1,7,7,2,2,2,-1,-1
32,8,3,6,0,7,7,3,-1,-1,2,2
32,8,3,5,0,7,7,2,2,2,-1,-1
32,8,3,4,0,7,7,3,-1,-1,2,2
32,8,3,3,0,7,7,1,0,0,0,0
8,3,0,2,1,7,7,4,0,-1,-1,-1
8,3,0,2,1,0,7,0,0,0,0,0
32,0,0,1,1,7,7,1,0,0,0,0
6,2,1,6,1,7,7,0,1,1,1,1
6,1,1,4,1,7,7,2,2,2,-1,-1
6,1,1,3,0,7,7,3,-1,-1,2,2
6,1,0,2,0,7,7,2,2,2,-1,-1
6,0,0,1,0,7,7,1,1,1,1,1
16,0,0,1,1,7,7,1,0,0,0,0
8,8,8,3,1,7,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
8,8,4,4,1,7,7,2,2,2,-1,-1
8,8,4,3,0,7,7,3,-1,-1,2,0
8,8,0,2,0,7,7,4,0,-1,-1,-1
8,8,0,2,0,0,7,0,0,0,0,0
43,11,5,5,1,7,7,2,2,1,-1,-1
43,11,5,4,0,7,7,3,-1,-1,1,1
43,11,5,3,0,7,7,2,1,1,-1,-1
43,11,0,2,0,7,7,1,0,0,0,0
11,0,0,1,1,7,7,1,1,1,1,1
12,2,2,3,1,0,7,1,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
5,3,2,5,1,7,7,0,1,1,1,1
5,1,1,3,1,7,7,2,2,2,-1,-1
5,1,0,2,0,7,7,0,1,1,0,2
4,0,0,1,1,7,7,1,1,1,1,1
32,0,0,1,1,7,7,1,0,0,0,0
35,14,9,4,1,7,7,1,0,0,0,0
14,9,6,3,1,7,7,4,0,-1,-1,-1
14,9,6,3,1,0,7,4,-1,-1,0,-1
14,9,6,3,1,0,0,1,0,0,0,1
9,6,0,2,1,7,7,4,-1,-1,2,-1
9,6,0,2,1,7,0,0,0,0,0,0
35,13,0,2,1,0,7,1,0,0,0,0
13,0,0,1,1,7,7,1,0,0,0,0
22,5,2,6,1,7,7,2,2,2,-1,-1
22,5,1,5,0,7,7,3,-1,-1,2,2
22,5,1,4,0,7,7,2,2,2,-1,-1
22,5,1,3,0,7,7,1,0,0,1,0
5,1,0,2,0,7,7,2,2,2,-1,-1
5,0,0,1,1,7,7,1,1,1,1,1
6,1,1,3,1,0,1,0,2,1,2,1
6,0,0,1,1,7,7,1,1,1,1,1
2,2,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
8,4,4,3,1,7,7,0,1,1,1,1
8,0,0,1,1,7,7,1,1,1,1,1
3,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
15,3,3,4,1,0,7,2,2,1,-1,-1
15,3,3,3,0,7,7,3,-1,-1,1,1
15,3,0,2,0,7,7,2,1,1,-1,-1
15,0,0,1,0,7,7,1,0,0,0,0
49,3,3,6,1,0,1,0,1,1,1,1
49,3,3,4,1,7,7,2,2,1,-1,-1
49,3,3,3,0,7,7,3,-1,-1,1,1
49,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
13,1,1,4,1,7,7,2,2,2,-1,-1
13,1,1,3,0,7,7,3,-1,-1,2,1
13,1,0,2,0,7,7,1,0,0,1,0
1,0,0,1,0,7,7,3,-1,-1,2,2
3,1,0,2,1,7,7,0,1,1,1,1
39,5,5,6,1,7,7,0,1,1,1,1
39,5,5,4,1,7,7,4,-1,-1,0,-1
39,5,5,4,1,7,0,2,1,1,-1,-1
39,5,5,3,0,7,0,3,-1,-1,1,2
39,5,0,2,0,7,7,4,2,-1,-1,-1
39,5,0,2,0,0,7,1,0,0,0,0
5,0,0,1,1,7,7,1,1,1,1,1
64,0,0,1,1,7,7,1,0,0,0,0
8,0,0,1,1,7,7,1,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
8,0,0,1,1,7,7,1,1,1,1,1
6,3,2,7,1,7,7,0,1,1,1,1
6,2,1,5,1,7,7,0,1,1,1,1
6,1,1,3,1,7,7,2,2,2,-1,-1
6,1,0,2,0,7,7,0,1,1,0,2
8,8,4,4,1,0,7,2,1,1,-1,-1
8,8,4,3,0,7,7,3,-1,-1,1,2
8,8,0,2,0,7,7,0,0,0,0,0
8,8,8,3,1,7,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
1,1,1,4,1,0,1,0,2,1,2,1
1,1,0,2,1,7,7,0,1,1,1,1
6,2,2,6,1,7,7,0,1,1,1,1
6,2,2,4,1,7,7,2,2,2,-1,-1
6,2,2,3,0,7,7,3,-1,-1,2,2
6,2,0,2,0,7,7,2,2,2,-1,-1
6,0,0,1,0,7,7,1,1,1,1,1
29,7,7,6,1,7,7,0,0,0,0,1
29,7,7,4,1,7,7,4,-1,-1,2,-1
29,7,7,4,1,7,0,1,0,0,0,1
7,7,7,3,0,7,7,4,0,-1,-1,-1
7,7,7,3,0,0,7,4,-1,-1,0,-1
7,7,7,3,0,0,0,1,1,1,1,0
7,7,0,2,0,7,7,2,0,0,-1,-1
7,0,0,1,0,7,7,3,-1,-1,0,0
8,8,8,4,1,7,7,0,0,0,0,1
8,8,0,2,1,7,7,4,-1,-1,2,-1
8,8,0,2,1,7,0,0,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
48,0,0,1,1,7,7,1,0,0,0,0
23,5,5,6,1,7,7,0,1,1,1,1
23,5,5,4,1,7,7,4,-1,-1,0,-1
23,5,5,4,1,7,0,2,1,1,-1,-1
23,5,5,3,0,7,0,3,-1,-1,1,2
23,5,0,2,0,7,7,4,2,-1,-1,-1
23,5,0,2,0,0,7,1,0,0,0,0
5,0,0,1,1,7,7,1,1,1,1,1
17,1,1,8,1,7,7,0,1,1,1,1
17,1,1,6,1,7,7,2,2,2,-1,-1
17,1,1,5,0,7,7,3,-1,-1,2,2
17,1,1,4,0,7,7,2,2,1,-1,-1
17,1,1,3,0,7,7,3,-1,-1,1,2
17,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,0,7,7,2,2,2,-1,-1
8,4,2,4,1,0,7,0,1,1,1,1
8,2,0,2,1,7,7,1,1,1,1,1
2,0,0,1,1,7,7,2,2,2,-1,-1
48,0,0,1,1,7,7,1,0,0,0,0
12,2,2,7,1,0,7,0,1,1,1,1
12,2,2,5,1,7,7,2,2,2,-1,-1
12,2,2,4,0,7,7,3,-1,-1,2,1
12,2,2,3,0,7,7,2,1,1,-1,-1
12,2,0,2,0,7,7,3,-1,-1,1,2
12,0,0,1,0,7,7,1,1,1,1,1
50,9,3,4,1,7,7,2,2,1,-1,-1
50,9,2,3,0,7,7,3,-1,-1,1,2
50,9,0,2,0,7,7,1,0,0,0,0
9,0,0,1,0,7,7,1,1,0,1,1
22,10,0,2,1,0,1,1,0,0,0,0
10,0,0,1,1,7,7,1,1,0,1,1
33,3,3,6,1,0,7,2,1,1,-1,-1
33,3,3,5,0,7,7,3,-1,-1,1,0
33,3,3,4,0,7,7,2,1,1,-1,-1
33,3,3,3,0,7,7,3,-1,-1,1,1
33,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
48,0,0,1,1,7,7,1,0,0,0,0
9,1,1,8,1,0,7,0,1,1,1,1
9,1,1,6,1,7,7,0,1,1,1,1
9,1,1,4,1,7,7,2,2,2,-1,-1
9,1,1,3,0,7,7,3,-1,-1,2,2
9,1,0,2,0,7,7,1,1,1,1,2
1,0,0,1,0,7,7,2,2,2,-1,-1
8,8,8,3,1,7,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
2,2,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
32,0,0,1,1,7,7,1,0,0,0,0
9,1,1,8,1,0,1,0,2,1,2,1
9,1,1,6,1,7,7,0,1,1,1,1
9,1,1,4,1,7,7,2,2,2,-1,-1
9,1,1,3,0,7,7,3,-1,-1,2,2
9,1,0,2,0,7,7,1,1,1,1,2
1,0,0,1,0,7,7,2,2,2,-1,-1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
6,6,6,4,1,0,7,0,1,1,1,1
6,6,0,2,1,7,7,4,-1,-1,2,-1
6,6,0,2,1,7,0,2,1,1,-1,-1
6,0,0,1,0,7,7,3,-1,-1,1,0
3,3,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
6,6,0,2,1,7,7,0,1,1,1,1
5,4,1,5,1,7,7,0,1,1,1,1
5,1,1,3,1,7,7,2,2,2,-1,-1
5,1,0,2,0,7,7,0,1,1,0,2
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
6,6,4,7,1,7,7,0,1,1,1,1
6,6,2,5,1,7,7,0,1,1,1,1
6,6,2,3,1,7,7,2,2,2,-1,-1
6,6,0,2,0,7,7,0,1,1,1,1
46,3,3,7,1,7,7,2,1,1,-1,-1
46,3,3,6,0,7,7,3,-1,-1,1,1
46,3,3,5,1,7,7,2,2,1,-1,-1
46,3,3,4,0,7,7,3,-1,-1,1,1
46,3,3,3,0,7,7,2,1,1,-1,-1
46,3,0,2,0,7,7,3,-1,-1,1,1
46,0,0,1,0,7,7,1,0,0,0,0
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
20,4,4,8,1,0,7,0,1,1,1,1
20,4,4,6,1,7,7,0,1,1,1,1
20,4,4,4,1,7,7,2,2,1,-1,-1
20,4,4,3,0,7,7,3,-1,-1,1,1
20,4,0,2,0,7,7,2,1,1,-1,-1
20,0,0,1,0,7,7,1,0,0,0,0
18,3,1,5,1,0,7,2,2,1,-1,-1
18,3,1,4,0,7,7,3,-1,-1,1,1
18,1,1,3,0,7,7,2,1,2,-1,-1
18,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,0,7,7,2,2,2,-1,-1
16,0,0,1,1,7,7,1,0,0,0,0
15,3,3,4,1,7,7,2,2,1,-1,-1
15,3,3,3,0,7,7,3,-1,-1,1,1
15,3,0,2,0,7,7,2,1,1,-1,-1
15,0,0,1,0,7,7,1,0,0,0,0
2,1,1,3,1,0,7,0,2,1,2,1
1,0,0,1,1,7,7,2,2,2,-1,-1
43,14,7,3,1,7,7,1,0,0,0,0
14,7,0,2,1,7,7,4,0,-1,-1,-1
14,7,0,2,1,0,7,1,0,0,0,0
7,0,0,1,1,7,7,1,1,1,1,1
6,2,1,6,1,0,7,0,1,1,1,1
6,1,1,4,1,7,7,2,2,2,-1,-1
6,1,1,3,0,7,7,3,-1,-1,2,2
6,1,0,2,0,7,7,2,2,2,-1,-1
6,0,0,1,0,7,7,1,1,1,1,1
24,0,0,1,1,7,7,1,0,0,0,0
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
7,5,3,7,1,7,7,0,1,1,1,1
7,5,2,5,1,7,7,2,2,2,-1,-1
7,5,2,4,0,7,7,3,-1,-1,2,1
7,5,2,3,0,7,7,2,1,1,-1,-1
7,5,0,2,0,7,7,3,-1,-1,1,1
7,0,0,1,0,7,7,1,1,1,1,1
6,3,3,7,1,7,7,0,1,1,1,1
6,3,3,5,1,7,7,0,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
30,9,9,3,1,0,7,1,0,0,0,0
9,9,0,2,0,7,7,4,0,-1,-1,-1
9,9,0,2,0,0,7,0,0,0,0,0
20,1,1,5,1,7,7,2,2,2,-1,-1
20,1,1,4,0,7,7,3,-1,-1,2,2
20,1,1,3,0,7,7,2,2,2,-1,-1
20,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,1,7,7,2,2,2,-1,-1
17,15,0,2,1,7,7,0,0,0,0,0
5,1,1,4,1,7,7,2,2,2,-1,-1
5,1,1,3,0,7,7,3,-1,-1,2,2
5,1,0,2,0,7,7,2,2,2,-1,-1
5,0,0,1,0,7,7,1,1,1,1,1
10,6,0,2,1,7,7,0,0,0,0,0
9,3,2,5,1,7,7,2,2,2,-1,-1
9,3,1,4,0,7,7,3,-1,-1,2,1
9,3,1,3,0,7,7,2,1,1,-1,-1
9,1,0,2,0,7,7,3,-1,-1,1,2
9,0,0,1,0,7,7,1,1,0,1,1
16,0,0,1,1,7,7,1,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
3,3,3,4,1,7,7,0,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
24,8,8,4,1,7,7,1,0,1,0,1
8,8,8,3,1,7,7,4,0,-1,-1,-1
8,8,8,3,1,0,7,4,-1,-1,0,-1
8,8,8,3,1,0,0,1,1,1,1,0
8,8,0,2,0,7,7,2,0,0,-1,-1
8,0,0,1,0,7,7,3,-1,-1,0,0
7,5,0,2,1,7,7,0,0,0,0,0
32,7,3,8,1,7,7,0,1,1,1,1
32,7,1,6,1,7,7,2,2,2,-1,-1
32,7,1,5,0,7,7,3,-1,-1,2,2
32,7,1,4,0,7,7,2,2,2,-1,-1
32,7,1,3,0,7,7,1,0,0,0,0
7,1,0,2,1,7,7,4,0,-1,-1,-1
7,1,0,2,1,0,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
32,0,0,1,1,7,7,1,0,0,0,0
36,4,4,8,1,7,7,0,1,1,1,1
36,4,4,6,1,7,7,2,1,1,-1,-1
36,4,4,5,0,7,7,3,-1,-1,1,0
36,4,4,4,0,7,7,2,1,1,-1,-1
36,4,4,3,0,7,7,3,-1,-1,1,1
36,4,0,2,0,7,7,2,1,1,-1,-1
36,0,0,1,0,7,7,1,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
11,11,11,6,1,7,7,0,1,0,1,1
11,11,11,4,0,7,7,4,-1,-1,2,-1
11,11,11,4,0,7,0,1,1,1,1,1
11,11,5,3,1,7,7,4,-1,-1,0,-1
11,11,5,3,1,7,0,2,1,1,-1,-1
11,11,0,2,0,7,0,0,0,0,0,0
12,3,3,5,1,7,7,0,1,1,1,1
12,3,3,3,1,7,7,1,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
40,24,0,2,1,7,7,1,0,0,0,0
24,0,0,1,1,7,7,1,0,0,0,0
25,14,10,5,1,0,7,0,0,0,0,1
25,14,10,3,1,7,7,4,-1,-1,2,-1
25,14,10,3,1,7,0,1,0,0,0,0
14,10,0,2,0,7,7,4,-1,-1,0,-1
14,10,0,2,0,7,0,0,0,0,0,0
64,0,0,1,1,7,7,1,0,0,0,0
12,0,0,1,1,7,7,1,1,1,1,1
16,0,0,1,1,7,7,1,0,0,0,0
6,1,1,3,1,7,7,0,1,1,1,2
1,0,0,1,0,7,7,3,-1,-1,1,2
48,0,0,1,1,7,7,1,0,0,0,0
14,10,0,2,1,7,7,0,0,0,0,0
10,9,9,7,1,7,7,1,1,0,1,2
9,9,9,6,0,7,7,4,-1,-1,2,-1
9,9,9,6,0,7,0,1,1,0,1,2
9,9,9,5,0,7,7,4,-1,-1,2,-1
9,9,9,5,0,7,0,1,1,0,1,2
9,9,9,4,0,7,7,4,-1,-1,2,-1
9,9,9,4,0,7,0,1,1,0,1,2
9,9,9,3,0,7,7,4,-1,-1,2,-1
9,9,9,3,0,7,0,1,1,0,1,2
9,9,0,2,0,7,7,4,-1,-1,2,-1
9,9,0,2,0,7,0,0,0,0,0,0
2,2,0,2,1,7,7,0,1,1,1,1
34,2,2,8,1,7,7,2,2,2,-1,-1
34,2,2,7,0,7,7,3,-1,-1,2,2
34,2,2,6,0,7,7,2,2,2,-1,-1
34,2,2,5,0,7,7,3,-1,-1,2,2
34,2,2,4,0,7,7,2,2,2,-1,-1
34,2,2,3,0,7,7,3,-1,-1,2,2
34,2,0,2,0,7,7,1,0,0,0,0
2,0,0,1,0,7,7,2,2,2,-1,-1
12,2,2,3,1,0,7,1,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
6,2,0,2,1,7,7,0,1,1,0,2
52,2,2,7,1,7,7,2,2,2,-1,-1
52,2,2,6,0,7,7,3,-1,-1,2,2
52,2,2,5,0,7,7,2,2,2,-1,-1
52,2,2,4,0,7,7,3,-1,-1,2,2
52,2,2,3,0,7,7,2,2,2,-1,-1
52,2,0,2,0,7,7,1,0,0,0,0
2,0,0,1,1,7,7,2,2,2,-1,-1
24,8,0,2,1,7,7,1,0,0,0,0
8,0,0,1,1,7,7,1,1,1,1,1
13,8,6,8,1,7,7,2,1,1,-1,-1
13,8,6,7,0,7,7,3,-1,-1,1,1
13,8,6,6,1,7,7,0,1,1,1,1
13,8,5,4,1,7,7,4,-1,-1,2,-1
13,8,5,4,1,7,0,2,1,2,-1,-1
13,8,5,3,0,7,0,3,-1,-1,1,0
13,8,0,2,0,7,7,4,0,-1,-1,-1
13,8,0,2,0,0,7,1,0,0,0,0
8,0,0,1,1,7,7,1,1,1,1,1
20,4,0,2,1,7,7,1,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
32,0,0,1,1,7,7,1,0,0,0,0
4,4,4,6,1,7,7,0,1,1,1,1
4,4,4,4,1,7,7,0,1,1,1,1
4,4,0,2,1,7,7,0,1,1,1,1
8,8,8,8,1,0,7,1,1,1,1,1
8,8,8,7,1,7,7,0,0,0,0,1
8,8,8,5,1,7,7,4,-1,-1,2,-1
8,8,8,5,1,7,0,1,1,1,1,1
8,8,8,4,1,7,7,0,0,0,0,1
8,8,0,2,1,7,7,4,-1,-1,2,-1
8,8,0,2,1,7,0,0,0,0,0,0
20,4,4,8,1,7,7,0,1,1,1,1
20,4,4,6,1,7,7,0,1,1,1,1
20,4,4,4,1,7,7,2,2,1,-1,-1
20,4,4,3,0,7,7,3,-1,-1,1,1
20,4,0,2,0,7,7,2,1,1,-1,-1
20,0,0,1,0,7,7,1,0,0,0,0
16,0,0,1,1,7,7,1,0,0,0,0
22,6,3,4,1,7,7,2,2,2,-1,-1
22,6,3,3,0,7,7,1,0,0,0,0
6,3,0,2,1,7,7,0,1,1,1,0
41,15,8,3,1,0,7,1,0,0,0,0
15,8,0,2,0,7,7,4,-1,-1,0,-1
15,8,0,2,0,7,0,1,0,0,0,0
8,0,0,1,1,7,7,1,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
4,3,3,5,1,7,7,0,1,1,1,1
3,3,3,3,1,7,7,0,1,1,1,1
3,0,0,1,1,7,7,1,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
3,1,0,2,1,7,7,0,1,1,1,1
24,22,6,5,1,0,7,0,1,1,1,1
24,22,6,3,1,7,7,4,-1,-1,0,-1
24,22,6,3,1,7,0,2,1,1,-1,-1
24,22,0,2,0,7,0,0,0,0,0,0
1,1,1,8,1,0,7,0,2,1,2,1
1,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
25,1,1,8,1,0,7,0,1,1,1,1
25,1,1,6,1,7,7,2,2,2,-1,-1
25,1,1,5,0,7,7,3,-1,-1,2,2
25,1,1,4,0,7,7,2,2,2,-1,-1
25,1,1,3,0,7,7,3,-1,-1,2,2
25,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,0,7,7,3,-1,-1,2,2
6,1,1,3,1,7,7,0,1,1,1,2
1,0,0,1,0,7,7,3,-1,-1,1,2
64,0,0,1,1,7,7,1,0,0,0,0
8,0,0,1,1,7,7,1,1,1,1,1
21,5,2,7,1,0,1,0,1,1,1,1
21,5,1,5,1,7,7,2,2,2,-1,-1
21,5,1,4,0,7,7,3,-1,-1,2,2
21,5,1,3,0,7,7,1,0,0,0,0
5,1,0,2,0,7,7,3,-1,-1,2,2
5,0,0,1,1,7,7,1,1,1,1,1
24,24,0,2,1,7,7,0,0,0,0,0
48,0,0,1,1,7,7,1,0,0,0,0
8,4,0,2,1,7,7,0,0,0,0,0
64,0,0,1,1,7,7,1,0,0,0,0
16,0,0,1,1,7,7,1,0,0,0,0
45,13,6,3,1,7,7,1,0,0,0,0
13,6,0,2,0,7,7,4,0,-1,-1,-1
13,6,0,2,0,0,7,1,0,0,0,0
6,0,0,1,1,7,7,1,1,1,1,1
12,0,0,1,1,7,7,1,1,1,1,1
4,4,4,8,1,7,7,0,1,1,1,1
4,4,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
64,0,0,1,1,7,7,1,0,0,0,0
10,2,2,4,1,0,7,2,2,2,-1,-1
10,2,2,3,0,7,7,3,-1,-1,2,1
10,2,0,2,0,7,7,1,1,1,1,2
2,0,0,1,0,7,7,2,2,2,-1,-1
4,2,2,5,1,7,7,0,1,1,1,1
2,2,2,3,1,7,7,0,1,1,1,1
2,0,0,1,1,7,7,2,2,2,-1,-1
28,9,4,7,1,7,7,0,1,1,1,1
28,9,2,5,1,7,7,2,2,2,-1,-1
28,9,1,4,0,7,7,3,-1,-1,2,2
28,9,1,3,0,7,7,2,2,2,-1,-1
28,9,0,2,0,7,7,1,0,0,0,0
9,0,0,1,1,7,7,1,1,0,1,1
16,4,2,5,1,7,7,2,2,1,-1,-1
16,4,1,4,0,7,7,3,-1,-1,1,1
16,1,1,3,0,7,7,2,1,2,-1,-1
16,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,1,7,7,2,2,2,-1,-1
11,1,1,6,1,7,7,0,1,1,1,1
11,1,1,4,1,7,7,2,2,2,-1,-1
11,1,1,3,0,7,7,3,-1,-1,2,2
11,1,0,2,0,7,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
10,6,0,2,1,0,1,0,0,0,0,0
7,3,2,3,1,7,7,0,1,1,1,1
7,0,0,1,1,7,7,1,1,1,1,1
24,0,0,1,1,7,7,1,0,0,0,0
2,1,1,7,1,7,7,0,1,1,1,1
1,1,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
8,8,8,3,1,0,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
16,4,1,6,1,7,7,0,1,1,1,1
16,1,1,4,1,7,7,2,2,2,-1,-1
16,1,1,3,0,7,7,3,-1,-1,2,2
16,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,1,7,7,2,2,2,-1,-1
4,2,2,7,1,7,7,0,1,1,1,1
2,1,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
12,6,3,4,1,7,7,0,1,1,1,0
12,3,0,2,0,7,7,4,0,-1,-1,-1
12,3,0,2,0,0,7,3,-1,-1,1,1
12,0,0,1,0,0,7,1,1,1,1,1
5,3,0,2,1,7,7,0,1,1,1,0
18,2,2,8,1,7,7,0,1,1,1,1
18,2,2,6,1,7,7,2,2,2,-1,-1
18,2,2,5,0,7,7,3,-1,-1,2,2
18,2,2,4,0,7,7,2,2,1,-1,-1
18,2,2,3,0,7,7,3,-1,-1,1,2
18,2,0,2,0,7,7,1,0,0,0,0
2,0,0,1,0,7,7,2,2,2,-1,-1
16,4,4,3,1,7,7,1,0,0,0,0
4,4,0,2,1,7,7,0,1,1,1,1
11,5,0,2,1,7,7,1,1,1,1,1
5,0,0,1,1,7,7,1,1,1,1,1
8,0,0,1,1,0,7,1,1,1,1,1
44,10,10,3,1,0,7,1,0,0,0,0
10,10,0,2,1,7,7,4,0,-1,-1,-1
10,10,0,2,1,0,7,0,0,0,0,0
4,2,1,8,1,7,7,0,1,1,1,1
1,1,1,6,1,7,7,0,1,1,1,1
